formula,actual,predicted,elements,residual
Hg0.99Cd0.01Se,1.230089224,1.72,Hg Cd Se,0.4899107759999999
Cd12Ge17B8O58,3.48496057,4.29,Cd Ge B O,0.8050394299999999
CsCdInSe3,2.565605377,2.4,Cs Cd In Se,-0.1656053769999999
Cd0.95Te0.95Al0.05Sb0.05,1.259559376,1.37,Cd Te Al Sb,0.11044062400000021
In0.9As0.9Cd0.1Te0.1,0.657964067,0.69,In As Cd Te,0.03203593299999996
CdP2S4,3.608676023,3.76,Cd P S,0.15132397699999967
Hg0.1Cd0.9Se,0.494791745,0.35,Hg Cd Se,-0.14479174500000003
Rb2CdBr2I2,4.580255038,3.35,Rb Cd Br I,-1.2302550379999997
In0.98As0.98Cd0.02Te0.02,0.659815885,0.73,In As Cd Te,0.07018411499999999
NaCdAsS3,1.652301733,2.93,Na Cd As S,1.277698267
Hg6As4CdBr6,2.094569245,1.915,Hg As Cd Br,-0.17956924500000015
CsCd4Ga5Se12,2.172731947,2.21,Cs Cd Ga Se,0.03726805300000002
CdI2,3.865283578,3.8,Cd I,-0.06528357800000029
CdS0.99Se0.01,2.3631584,2.4,Cd S Se,0.03684159999999981
CdGa2S4,3.247925633,3.42,Cd Ga S,0.172074367
CdBr2,4.268477357,4.47,Cd Br,0.20152264299999967
Hg0.63Cd0.37Te,0.23882393,0.35,Hg Cd Te,0.11117606999999999
Hg0.3Cd0.7Se,0.510461034,0.55,Hg Cd Se,0.039538966000000064
Cs1.43Cd1.43Bi2.57S6,1.3395686009999999,1.28,Cs Cd Bi S,-0.05956860099999983
Na2CdSnS4,3.364660849,2.52,Na Cd Sn S,-0.8446608489999998
RbCd4In5Se12,1.7961216759999998,1.57,Rb Cd In Se,-0.22612167599999977
In0.96As0.96Cd0.04Te0.04,0.6575482810000001,0.69,In As Cd Te,0.03245171899999988
Cd4P2Br3,2.030632769,2.19,Cd P Br,0.15936723100000005
Ca2CdAs2,1.498279621,0.95,Ca Cd As,-0.548279621
LiCdBO3,3.2802939589999998,4.28,Li Cd B O,0.9997060410000005
Cd4Sb2I3,2.1916384669999998,1.83,Cd Sb I,-0.3616384669999997
Cd4P2I3,2.0689996390000003,2.17,Cd P I,0.10100036099999965
CdSc,0.231437377,1.714,Cd Sc,1.482562623
Cs2Hg4.65Cd1.35S7,1.7477573919999998,1.84,Cs Hg Cd S,0.09224260800000028
Zn0.43Cd0.57Se,2.907336553,2.85,Zn Cd Se,-0.057336552999999846
Ga0.8Sb0.8Cd0.2Te0.2,0.886691138,0.8,Ga Sb Cd Te,-0.08669113799999995
RbCd4Ga5Te12,1.5587038709999999,1.64,Rb Cd Ga Te,0.08129612900000005
Hg0.8Cd0.2Se,1.136759253,1.116666667,Hg Cd Se,-0.020092585999999857
Cs2Bi2Cd2S5,1.645952175,1.7,Cs Bi Cd S,0.05404782500000005
Na2CdGe2S6,3.4405026960000002,2.89,Na Cd Ge S,-0.5505026960000001
CdGeP2,2.011663305,1.726666667,Cd Ge P,-0.28499663799999997
Ag0.4Cd0.2In2.4Te4,0.43310163799999996,0.42,Ag Cd In Te,-0.013101637999999971
CdF2,5.136681213,6.0,Cd F,0.8633187869999999
Hg6.5As4CdCl6,1.919437581,1.955,Hg As Cd Cl,0.03556241900000012
Cd3MoTe2O10,3.392155517,3.81,Cd Mo Te O,0.4178444830000001
Cd4YB3O10,3.204951797,3.78,Cd Y B O,0.5750482029999997
Cd8B5O15F,4.346565442,3.14,Cd B O F,-1.206565442
