formula,actual,predicted,elements,residual
Ca10Ge16B6O51,4.093694321,5.47,Ca Ge B O,1.3763056789999997
CsYTe3O8,4.2787909189999995,3.4,Cs Y Te O,-0.8787909189999996
K2CuGa3Se6,1.869181368,1.72,K Cu Ga Se,-0.14918136800000004
RbCaBO3,4.88900291,3.67,Rb Ca B O,-1.2190029100000004
Li2CdSnS4,3.0195355489999995,3.26,Li Cd Sn S,0.24046445100000025
Tl4CuTeO6,1.510314755,2.2,Tl Cu Te O,0.6896852450000002
Cu0.5Pb1.75GeS4,1.552746508,1.48,Cu Pb Ge S,-0.07274650800000004
PbCdP4O12,3.757732297,4.86,Pb Cd P O,1.1022677030000003
Cs2Cd3Te4,2.113098199,2.48,Cs Cd Te,0.366901801
CsInGeSe4,1.44263476,2.32,Cs In Ge Se,0.8773652399999998
CeFMoO4,3.380139682,2.52,Ce F Mo O,-0.8601396819999998
CdMoSb4O10,3.241094232,3.4,Cd Mo Sb O,0.1589057679999999
NdCuOS,3.171668266,2.98,Nd Cu O S,-0.1916682660000002
Ba3La3Cu6O14,2.734833362,1.8,Ba La Cu O,-0.9348333619999998
Cd3BiP3O12,3.898626911,3.9,Cd Bi P O,0.001373088999999883
Cu0.3Ga1.7S2.7,2.568346532,2.575,Cu Ga S,0.006653468000000107
K2Cd2Te3,2.609437476,1.93,K Cd Te,-0.6794374760000002
CsI,5.10707954,6.356666667000001,Cs I,1.2495871270000007
La2CoVO6,1.47087653,0.41,La Co V O,-1.06087653
La4Cd4In2S13,1.898750085,2.27,La Cd In S,0.37124991499999993
CsPbPO4,4.327578142,4.39,Cs Pb P O,0.06242185799999955
NaCd4P3,0.244283534,1.1,Na Cd P,0.8557164660000001
Ag0.4Cd0.5In2.2Te4,0.510083379,0.19,Ag Cd In Te,-0.320083379
Cd6P7,1.061695895,0.85,Cd P,-0.21169589499999997
RbCu2AsS3,1.98887908,1.96,Rb Cu As S,-0.028879080000000057
Cu0.2Ga1.8Se2.8,1.847277109,1.86,Cu Ga Se,0.012722891000000125
CdS0.8Se0.2,2.183125113,2.23,Cd S Se,0.046874886999999976
Cs2Cu3DyTe4,1.164969476,1.38,Cs Cu Dy Te,0.2150305239999999
Cs2CuNbSe4,2.0043223169999997,2.19,Cs Cu Nb Se,0.1856776830000002
Cu3SmTe3,0.377137295,0.23,Cu Sm Te,-0.14713729499999997
CuZn2InSe4,1.372595218,1.1,Cu Zn In Se,-0.272595218
CuIn3Se5,0.872965304,0.6,Cu In Se,-0.2729653040000001
BiOCl,3.282380925,3.455,Bi O Cl,0.17261907500000007
Cu2Te,1.640925182,1.0725,Cu Te,-0.5684251819999999
CdSnAs2,0.307930135,0.363333333,Cd Sn As,0.05540319799999999
HgBrCl,3.824048468,3.4,Hg Br Cl,-0.42404846800000007
TiC0.9,2.352170202,0.3,Ti C,-2.052170202
Cs2PdP2Se6,1.830156643,1.6,Cs Pd P Se,-0.23015664299999994
CuSmSe2,0.766819343,2.1,Cu Sm Se,1.3331806570000002
CdGa2Se4,2.086871499,2.376666667,Cd Ga Se,0.28979516799999994
CdIn2S4,2.3407729109999997,2.36,Cd In S,0.01922708900000014
CeScO3,4.244206556,3.2,Ce Sc O,-1.0442065559999998
CuCd2InTe4,0.910716987,0.85,Cu Cd In Te,-0.060716987000000056
Cu1.8S,1.421788258,2.3,Cu S,0.8782117419999997
PrCuOS,3.0474126619999997,3.03,Pr Cu O S,-0.017412661999999912
Hg0.6Cd0.4Se,0.8498520909999999,0.95,Hg Cd Se,0.10014790900000003
Cd4As2I3,1.693193674,2.095,Cd As I,0.4018063260000002
Cu3HoSe3,0.278268727,0.16,Cu Ho Se,-0.11826872699999999
Cs4Ag9Sb4S12,2.5066063290000002,2.0,Cs Ag Sb S,-0.5066063290000002
Cu2Ta11O30,1.423570466,2.59,Cu Ta O,1.166429534
In2As2O5Cl2,4.2537246060000005,4.62,In As O Cl,0.36627539399999964
InSb2S4Cl,2.20157787,1.8,In Sb S Cl,-0.4015778699999999
Cs3Bi2I9,1.930907444,1.85,Cs Bi I,-0.08090744399999994
Ca2SnS4,3.6657618530000002,2.32,Ca Sn S,-1.3457618530000004
CBr4,3.08313319,3.7,C Br,0.6168668100000003
Cu0.15In1.85Se2.85,1.343334915,1.32,Cu In Se,-0.023334914999999956
CsInS2,3.130596684,3.4,Cs In S,0.269403316
CaLa2S4,2.552765338,2.7,Ca La S,0.14723466200000024
CsAu,0.126960237,2.3,Cs Au,2.173039763
Cs4Pb4Ge5S16,1.810720565,1.95,Cs Pb Ge S,0.13927943499999995
Hg0.72Cd0.28Te,0.264501355,0.21,Hg Cd Te,-0.054501355
Cu3DyTe3,0.261835571,0.34,Cu Dy Te,0.07816442900000004
CaZnOS,3.811000987,3.7,Ca Zn O S,-0.11100098699999972
Ca4Bi6O13,3.3649216010000003,2.76,Ca Bi O,-0.6049216010000005
Cs6Na2Zn4Ge42,0.853817857,0.297,Cs Na Zn Ge,-0.556817857
CsSmCdSe3,2.636360758,2.46,Cs Sm Cd Se,-0.17636075799999995
Cu3ErTe3,0.219203853,0.24,Cu Er Te,0.020796146999999987
Rb2CdP2Se6,2.418015141,2.58,Rb Cd P Se,0.16198485899999993
Cu3YSe3,0.601311956,0.88,Cu Y Se,0.278688044
Ce10OSe14,2.040054864,1.93,Ce O Se,-0.11005486400000009
YClMoO4,3.405728643,3.82,Y Cl Mo O,0.4142713569999996
Cs2TiAg2S4,2.066237365,2.44,Cs Ti Ag S,0.37376263499999984
Cs2Al2B2O7,6.10604979,4.13,Cs Al B O,-1.9760497900000003
CuIn3S5,1.401998004,1.2,Cu In S,-0.201998004
K2CdP2Se6,2.525620683,2.58,K Cd P Se,0.05437931699999998
Cu0.5In1.5Se2.5,1.177026625,1.24,Cu In Se,0.06297337499999989
Hg2Cl2,3.215624445,3.38,Hg Cl,0.1643755549999999
CsZn2B3O7,3.154032061,5.69,Cs Zn B O,2.5359679390000003
Cs2Cu2Sb2S5,1.660236985,1.6,Cs Cu Sb S,-0.060236984999999965
Hg0.7Cd0.3Te,0.224115007,0.31,Hg Cd Te,0.08588499299999999
CuInGeSe4,1.084518714,1.3,Cu In Ge Se,0.21548128599999994
CdGeAs2,1.166731887,0.658888889,Cd Ge As,-0.5078429980000001
Ag2CdP2S6,2.632689489,2.49,Ag Cd P S,-0.1426894889999999
CuCdInSe3,1.3008885540000001,1.66,Cu Cd In Se,0.3591114459999998
Cs2B4SiO9,5.7535851860000005,6.53,Cs B Si O,0.7764148139999998
Ba5CdGa6Se15,2.44818367,2.6,Ba Cd Ga Se,0.15181632999999994
Cd3Bi2,-0.225642502,0.2,Cd Bi,0.425642502
PbCoO3,2.07633875,0.28,Pb Co O,-1.79633875
CdSnP2,1.180768766,1.30625,Cd Sn P,0.125481234
CuFeSe2,0.24196243,0.155,Cu Fe Se,-0.08696243000000001
K2Cu2ThS4,2.943122072,2.17,K Cu Th S,-0.773122072
TlCr5S4Se4,0.777329802,0.85,Tl Cr S Se,0.07267019799999996
Ba3P3O10Cl,5.189498406,6.89,Ba P O Cl,1.7005015939999995
CsAg2TeS6,2.170297202,2.04,Cs Ag Te S,-0.13029720199999995
Hg0.9Cd0.1Se,1.1175407590000002,1.3733333330000002,Hg Cd Se,0.255792574
Cs3Nb9Te4O32,3.1605580339999997,3.22,Cs Nb Te O,0.05944196600000051
Cu2GeS3,1.824345556,0.53,Cu Ge S,-1.294345556
Bi6Cu3S10I,0.59060359,0.72,Bi Cu S I,0.12939641000000002
CsSmHgSe3,2.241424428,2.374,Cs Sm Hg Se,0.13257557199999992
CdTeO3,3.9742220880000003,3.73,Cd Te O,-0.24422208800000034
Cd2V2Te2O11,2.895537959,2.48,Cd V Te O,-0.4155379589999999
Cu2ZnSiTe4,1.549375282,1.47,Cu Zn Si Te,-0.07937528199999999
Hg4As2ZrCl6,2.722527289,2.48,Hg As Zr Cl,-0.24252728899999987
Ce2YbCuS5,1.697885725,1.37,Ce Yb Cu S,-0.3278857249999998
Hg4As2UCl6,2.494304545,1.9,Hg As U Cl,-0.594304545
Ag2CdGeS4,2.52000024,2.32,Ag Cd Ge S,-0.20000024000000005
Ba4Ge3Se9Cl2,2.013319236,1.89,Ba Ge Se Cl,-0.12331923600000017
Hg6P6In2Cl9,3.026297516,3.13,Hg P In Cl,0.10370248399999982
CdS0.35Se0.65,1.955181899,1.93,Cd S Se,-0.02518189900000012
Ca3La2Sn3S12,1.8157643780000001,1.45,Ca La Sn S,-0.36576437800000017
Cs2Ga2S5,2.928049101,3.26,Cs Ga S,0.33195089899999974
CsInTe2,1.376221741,2.16,Cs In Te,0.7837782590000002
Cu2CdSnSe4,0.822950477,0.96,Cu Cd Sn Se,0.13704952299999995
La2YbCuSe5,1.112126,1.15,La Yb Cu Se,0.03787399999999996
K2Cu2Sn2S6,1.374500364,1.47,K Cu Sn S,0.095499636
BaBiO2Cl,3.6865595960000004,3.71,Ba Bi O Cl,0.02344040399999958
Sr3Se3O8Cl,5.92349197,4.4,Sr Se O Cl,-1.5234919699999994
Cs3Sb2Br9,2.321625409,2.3,Cs Sb Br,-0.021625409000000317
Ca5B3O9F,6.827570548,6.53,Ca B O F,-0.2975705479999995
RbCu2SbS3,1.54644043,1.67,Rb Cu Sb S,0.12355956999999984
CdAs2,0.730882342,1.066666667,Cd As,0.335784325
Ce2S3,2.337820433,1.12,Ce S,-1.217820433
Cu2Ta4O11,2.307988524,2.65,Cu Ta O,0.3420114759999997
CaSnO3,3.578620242,4.4,Ca Sn O,0.8213797580000004
Cu3TmTe3,0.249333954,0.14,Cu Tm Te,-0.10933395399999998
CuAlSe2,2.472764959,2.6,Cu Al Se,0.12723504100000005
Cu0.05Ga1.95S2.95,2.614404259,2.67,Cu Ga S,0.055595740999999865
TlCr5Se8,0.416585485,0.67,Tl Cr Se,0.25341451500000006
Cs2Te,2.516151975,3.5,Cs Te,0.9838480249999999
CsBi3Se5,0.677971144,0.43,Cs Bi Se,-0.24797114400000003
Hg0.4Cd0.6Se,0.5982978320000001,0.7,Hg Cd Se,0.10170216799999987
CsSmZnSe3,2.551493893,2.53,Cs Sm Zn Se,-0.021493893000000153
Ga0.95Sb0.95Cd0.05Te0.05,0.822224121,0.74,Ga Sb Cd Te,-0.08222412099999998
Zn6S5Cl2,2.3515604690000003,2.71,Zn S Cl,0.3584395309999997
Cd4LuB3O10,2.894936926,3.7,Cd Lu B O,0.805063074
KFeCuTe2,1.5141592209999999,1.06,K Fe Cu Te,-0.45415922099999984
Cs4Zr3S14,2.341584038,2.35,Cs Zr S,0.008415961999999944
Cu2Te3O8,1.87686707,2.64,Cu Te O,0.76313293
Cd3In2S2Te4,1.240376952,1.23,Cd In S Te,-0.010376952000000106
Tl2CeP2S7,1.568414625,2.4,Tl Ce P S,0.831585375
Cs2CdP2Se6,2.476794275,2.63,Cs Cd P Se,0.15320572499999985
Na8CsB21O36,5.129275788999999,4.67,Na Cs B O,-0.45927578899999943
Cs3Bi2Br9,2.326584008,2.5,Cs Bi Br,0.1734159919999998
Ba4CuGa5Se12,2.1419318030000003,1.45,Ba Cu Ga Se,-0.6919318030000003
K2TiCu2S4,2.270189981,2.04,K Ti Cu S,-0.2301899810000001
Cu3TaS4,2.103713036,3.0,Cu Ta S,0.8962869640000002
CsNbSe2O7,4.222851458,4.2,Cs Nb Se O,-0.02285145799999988
CsAsSe2,1.946320265,1.93,Cs As Se,-0.016320265000000056
Cd4V3Te3O15,2.544865889,2.66,Cd V Te O,0.11513411100000015
Rb2Cd3Se4,2.5635801209999998,2.37,Rb Cd Se,-0.19358012099999966
RbCu2VS4,2.139126648,1.45,Rb Cu V S,-0.689126648
Ce4Te7,0.6671114260000001,0.5,Ce Te,-0.16711142600000006
BaCu2SnSe4,0.819147084,0.48,Ba Cu Sn Se,-0.33914708400000004
Cs2ZnGe3S8,2.8914204810000004,3.332,Cs Zn Ge S,0.4405795189999995
Hg4P2HfCl6,2.93397286,3.26,Hg P Hf Cl,0.3260271399999999
CsF,9.145202952,10.0,Cs F,0.854797048
K6CdTe4,1.81801299,2.51,K Cd Te,0.6919870099999998
CaI2,4.654172704,5.98,Ca I,1.3258272960000008
Cu0.99Ga1.01Se2.01,1.592295745,1.59,Cu Ga Se,-0.002295744999999849
CsCu2SbS3,1.616080037,1.63,Cs Cu Sb S,0.01391996299999998
CeBiW2O9,2.9563522489999996,2.34,Ce Bi W O,-0.6163522489999997
Cu0.9Ga1.1Se2.1,1.531639875,1.5930000000000002,Cu Ga Se,0.06136012500000021
Cu0.2In1.8Se2.8,1.329206336,1.26,Cu In Se,-0.06920633599999992
CdIn,0.71733187,0.6,Cd In,-0.11733187
CsCeCdSe3,2.364534578,2.4,Cs Ce Cd Se,0.03546542199999969
CdTe,1.471865327,1.5494375,Cd Te,0.07757217300000008
RbCd4Ga5Se12,2.1607597469999997,2.19,Rb Cd Ga Se,0.029240253000000216
Cs10Cd4Sn4S17,2.8481827539999998,3.16,Cs Cd Sn S,0.3118172460000004
Cu3TbTe3,0.299112098,0.46,Cu Tb Te,0.16088790200000003
CdIO3Cl,4.154028844,4.3,Cd I O Cl,0.14597115599999988
SrCrO4,2.755275737,2.45,Sr Cr O,-0.30527573699999966
NaBa2Cu3S5,1.5207734480000001,0.45,Na Ba Cu S,-1.0707734480000002
Cs2Hg3S4,2.232107594,2.8,Cs Hg S,0.5678924059999999
Ga0.9Sb0.9Cd0.1Te0.1,0.828760134,0.78,Ga Sb Cd Te,-0.04876013400000001
CsMn4Ga5Te12,1.3622319019999998,1.55,Cs Mn Ga Te,0.18776809800000027
Cr2O3,0.903157291,3.4,Cr O,2.496842709
Ba3CdSn2S8,2.5343511469999997,2.75,Ba Cd Sn S,0.21564885300000025
NaCl,7.683267146,8.5,Na Cl,0.8167328539999996
CsTb9Cd4Se18,1.845483781,1.95,Cs Tb Cd Se,0.10451621899999997
Cs2Sn3Sb2S10,2.627382177,2.34,Cs Sn Sb S,-0.287382177
BaCdSnS4,3.00280998,2.3,Ba Cd Sn S,-0.7028099800000001
NiC2N2,2.850541058,2.0,Ni C N,-0.8505410580000001
CuPbBiSe3,-0.013097488000000001,0.07,Cu Pb Bi Se,0.08309748800000001
KUO3Cl,3.0185464360000003,2.37,K U O Cl,-0.6485464360000002
Cu2In4Te7,1.223821385,1.1,Cu In Te,-0.12382138499999984
Cu0.5Ga1.5Se2.5,1.8181752930000001,1.76,Cu Ga Se,-0.05817529300000013
Na2CdGe2Se6,2.194648526,2.37,Na Cd Ge Se,0.17535147400000017
Sr4Te3O8Cl4,4.022643065,4.0,Sr Te O Cl,-0.022643064999999574
In0.97As0.97Cd0.03Te0.03,0.6546685720000001,0.71,In As Cd Te,0.055331427999999905
Cu0.95In1.05Se2.05,1.160149755,1.07,Cu In Se,-0.09014975499999989
Cu3Ta7O19,1.8488740019999998,2.47,Cu Ta O,0.6211259980000003
Sm2YbCuS5,1.8270295580000002,1.28,Sm Yb Cu S,-0.5470295580000002
Ag0.25Cd0.5In2.25Te4,0.43115988299999997,0.39,Ag Cd In Te,-0.04115988299999995
Cu0.15Ga1.85Se2.85,1.9481347580000001,1.92,Cu Ga Se,-0.028134758000000204
CsGaSnSe4,2.164561541,1.97,Cs Ga Sn Se,-0.1945615409999999
Cs2Ba3P4O14,5.531280926,6.31,Cs Ba P O,0.7787190739999996
CsEr9Cd4Se18,1.779667625,2.09,Cs Er Cd Se,0.31033237499999977
CsInTe3O8,3.916436985,3.9,Cs In Te O,-0.016436984999999904
Cd3Sb2,0.667494731,0.3,Cd Sb,-0.367494731
Cu3SbS4,0.957789201,0.85,Cu Sb S,-0.107789201
Cu0.1In1.9Se2.9,1.392508551,1.45,Cu In Se,0.05749144900000003
Hg7InS6Cl5,2.798932878,2.54,Hg In S Cl,-0.258932878
In0.94As0.94Cd0.06Te0.06,0.650468752,0.68,In As Cd Te,0.029531248000000065
RbCd4Ga5S12,2.966456033,3.02,Rb Cd Ga S,0.05354396699999997
Cd4P2Cl3,3.1631151510000004,2.205,Cd P Cl,-0.9581151510000003
RbCu4AsS4,1.31424854,2.15,Rb Cu As S,0.83575146
K3B6O10Cl,6.295984582000001,6.89,K B O Cl,0.5940154179999988
CsTa3Se2O12,3.852333752,3.88,Cs Ta Se O,0.02766624800000006
CsBi2,0.887788823,0.55,Cs Bi,-0.3377888229999999
CuSbS2,1.5270982430000002,1.39,Cu Sb S,-0.13709824300000029
AgCd3PS6,2.149994865,2.56,Ag Cd P S,0.410005135
CsGdZnTe3,1.9416893519999998,2.13,Cs Gd Zn Te,0.18831064800000008
CsCd4Ga5Te12,1.5653106909999999,1.67,Cs Cd Ga Te,0.10468930900000006
CdIO4H,4.29519463,4.35,Cd I O H,0.05480536999999952
CaBi2O4,3.13075566,3.08,Ca Bi O,-0.05075566000000009
Ba4Si3Se9Cl2,2.48504427,1.76,Ba Si Se Cl,-0.7250442699999999
Cs4GeP4Se12,2.047441059,2.0,Cs Ge P Se,-0.04744105900000006
K2CuIn3Se6,1.332422817,1.68,K Cu In Se,0.34757718299999985
CeF3,5.357780461,4.85,Ce F,-0.5077804610000003
KBiCu2S3,1.902421568,1.29,K Bi Cu S,-0.612421568
Cs2AgVS4,2.097094555,1.77,Cs Ag V S,-0.32709455499999995
CdS0.55Se0.45,2.092685398,2.05,Cd S Se,-0.04268539800000015
CsTbZnTe3,1.755696537,2.12,Cs Tb Zn Te,0.36430346300000016
K2Cd3Se4,2.33191004,2.36,K Cd Se,0.02808995999999997
CsGe5BO12,4.981315899,4.89,Cs Ge B O,-0.09131589900000048
Hg0.65Cd0.35Te,0.294540719,0.28,Hg Cd Te,-0.01454071899999998
Cs2AgBiCl6,2.455759929,2.77,Cs Ag Bi Cl,0.31424007099999995
Ga0.99Sb0.99Cd0.01Te0.01,0.8404663509999999,0.72,Ga Sb Cd Te,-0.12046635099999992
KCd4Ga5Se12,1.996716607,2.16,K Cd Ga Se,0.16328339300000017
TlCr5S3Se5,0.818818116,0.8,Tl Cr S Se,-0.01881811599999994
CsBiSe2,1.027610242,1.07,Cs Bi Se,0.04238975800000011
CrO3,2.8045366510000003,1.4,Cr O,-1.4045366510000004
Na3WO4Cl,4.256460389,4.99,Na W O Cl,0.7335396110000003
Mg2Co,1.175670651,0.66,Mg Co,-0.5156706509999999
LiCa3As2H,1.903088338,1.4,Li Ca As H,-0.5030883380000002
InBi2S4Cl,1.69216065,1.5,In Bi S Cl,-0.19216064999999993
Ga0.01Sb0.01Cd0.99Te0.99,1.354377109,1.35,Ga Sb Cd Te,-0.00437710899999999
CoSb3,0.115435248,0.495,Co Sb,0.379564752
Tl3CuNb2Se12,1.017818289,0.8,Tl Cu Nb Se,-0.217818289
CuGaO2,3.422718842,1.47,Cu Ga O,-1.9527188420000001
CsMn4In5Se12,1.531958115,1.79,Cs Mn In Se,0.25804188500000014
Ce2O2FeSe2,1.6006137530000002,0.64,Ce O Fe Se,-0.9606137530000002
Ca3N2,2.605454552,1.55,Ca N,-1.0554545519999998
K2Cu2Sn2Se6,1.089094367,1.04,K Cu Sn Se,-0.04909436699999992
Ca2SmTaO6,3.651329951,3.45,Ca Sm Ta O,-0.20132995099999995
CuScO2,3.645426638,3.3,Cu Sc O,-0.3454266380000002
NaCeS3,2.022051608,2.15,Na Ce S,0.12794839199999997
Ba4CuInSe6,1.886799231,2.23,Ba Cu In Se,0.34320076900000007
Cs1.13Cd1.13Bi2.87Se6,0.74067494,1.0,Cs Cd Bi Se,0.25932506
Hg0.796Cd0.204Te,0.263611708,0.0635,Hg Cd Te,-0.200111708
K8Ce2I18O53,4.067562425,2.34,K Ce I O,-1.7275624250000003
Cd0.01Te0.01Al0.99Sb0.99,2.288307412,2.21,Cd Te Al Sb,-0.07830741200000002
CsSbTe2,1.4589393240000001,0.43,Cs Sb Te,-1.0289393240000002
Ce1.3Lu0.7S3,1.241143528,1.25,Ce Lu S,0.008856471999999949
Cu0.4In1.6Se2.6,1.2479931659999999,1.32,Cu In Se,0.07200683400000019
Cu0.7In1.3Se2.3,1.177666785,1.1,Cu In Se,-0.0776667849999999
CdP2,2.094947388,2.1035,Cd P,0.008552611999999904
CaGd2S4,1.661128944,2.55,Ca Gd S,0.8888710559999997
CoAsS,0.640330171,0.6,Co As S,-0.040330171000000026
Cs2Hg5.75Cd0.25S7,2.009773361,1.66,Cs Hg Cd S,-0.3497733610000002
La3CuGeSe7,1.4286077259999999,2.0,La Cu Ge Se,0.5713922740000001
Ba4Ge3S9Cl2,2.674011611,2.91,Ba Ge S Cl,0.23598838900000008
Rb2CuNbSe4,2.180052113,2.19,Rb Cu Nb Se,0.009947887000000044
Cu2ZnSiS4,2.885646538,3.15,Cu Zn Si S,0.2643534619999999
Cs4BiAs3Se7,1.747505925,1.02,Cs Bi As Se,-0.727505925
Li2CdGe,0.997932347,0.99,Li Cd Ge,-0.007932347000000006
CsZn4In5Te12,1.537553647,1.61,Cs Zn In Te,0.07244635300000013
LaCuOTe,2.55960188,2.31,La Cu O Te,-0.24960188000000016
Cs3As,0.809149523,0.6,Cs As,-0.209149523
CuBr,3.301174943,2.998325,Cu Br,-0.302849943
PbBiO2Cl,2.8185968089999998,2.45,Pb Bi O Cl,-0.3685968089999996
Cu0.2Ga1.8S2.8,2.606512699,2.675,Cu Ga S,0.06848730099999978
Cu2Ga4Te7,0.7257245959999999,1.13,Cu Ga Te,0.40427540399999995
BiCuOS,1.27226634,1.07,Bi Cu O S,-0.20226634
CsRbP2Se8,2.408234566,2.41,Cs Rb P Se,0.0017654340000001767
Ce4Ge3S12,2.356814344,2.3,Ce Ge S,-0.05681434400000018
CsYbCoSe3,1.086330896,0.95,Cs Yb Co Se,-0.13633089600000003
Hg4P2ZrCl6,2.9920664830000003,3.22,Hg P Zr Cl,0.22793351699999986
CsSbS2O8,4.446639388,4.68,Cs Sb S O,0.23336061199999936
CuAlS2,3.178843702,3.5,Cu Al S,0.321156298
CuIn3Te5,0.9179325140000001,1.1065,Cu In Te,0.18856748599999995
Cs3W3PO13,4.001945213,3.27,Cs W P O,-0.7319452129999999
Ce3MoO7,1.784504756,2.0,Ce Mo O,0.21549524399999997
CsCl,7.386141956,7.95,Cs Cl,0.5638580439999998
LaCuOSe,2.664256632,2.83,La Cu O Se,0.16574336800000022
CsHo9Cd4Se18,1.976529169,2.06,Cs Ho Cd Se,0.08347083100000008
Pb6B2CrO12,2.47109145,1.8,Pb B Cr O,-0.6710914499999998
Ce2Te3,1.031406553,1.31,Ce Te,0.278593447
Cu3YbS3,0.843649167,1.56,Cu Yb S,0.716350833
Pb17O8Cl18,2.574025314,3.44,Pb O Cl,0.8659746859999999
CeN,1.213946692,0.7,Ce N,-0.513946692
Ba3InS4Cl,3.741372415,3.42,Ba In S Cl,-0.3213724149999999
Na2CsSb,1.157318378,0.8,Na Cs Sb,-0.357318378
RbCdB3O6,3.3260111269999997,4.2,Rb Cd B O,0.8739888730000005
Cu0.3In1.7Se2.7,1.274481578,1.21,Cu In Se,-0.0644815780000001
TlCl,2.859127953,3.4182,Tl Cl,0.5590720469999999
Cd0.9Te0.9Al0.1Sb0.1,1.318048313,1.36,Cd Te Al Sb,0.04195168700000007
LaCuOS,2.85136788,3.12,La Cu O S,0.2686321199999999
K2CuNbSe4,2.461948731,2.14,K Cu Nb Se,-0.321948731
Cu2CdGeS4,2.203356831,2.05,Cu Cd Ge S,-0.15335683099999997
CsCdBO3,3.653346917,2.58,Cs Cd B O,-1.0733469169999998
CsLiB6O10,6.746126545,6.89,Cs Li B O,0.1438734549999996
Cu0.01In1.99Se2.99,1.4184163580000002,1.45,Cu In Se,0.031583641999999745
Cu3YTe3,0.460255719,0.72,Cu Y Te,0.25974428099999997
SnCl2,3.803411107,3.9,Sn Cl,0.09658889299999984
CsB3GeO7,5.529922789,5.76,Cs B Ge O,0.23007721100000023
Cd3As2,0.322372208,0.2695,Cd As,-0.052872207999999976
Bi2O2CO3,4.101791651,3.42,Bi O C O,-0.6817916510000002
CdTlS2,1.5811078719999998,1.5,Cd Tl S,-0.0811078719999998
Cu2O,1.9057315940000001,2.613333333,Cu O,0.7076017389999998
CsYHgSe3,2.311819034,2.54,Cs Y Hg Se,0.22818096600000004
Ag0.2Cd0.75In2.1Te4,0.301479106,0.54,Ag Cd In Te,0.23852089400000004
CdS0.65Se0.35,2.152100673,2.13,Cd S Se,-0.02210067300000018
LiBi3O4Cl2,3.126516438,3.35,Li Bi O Cl,0.2234835620000002
Cu3TbSe3,0.8618323440000001,0.16,Cu Tb Se,-0.701832344
La5Cu6.33O4S7,1.405836504,2.0,La Cu O S,0.594163496
CuInSe2,1.1621725379999999,0.951714286,Cu In Se,-0.2104582519999999
CuN3,3.255240228,4.17,Cu N,0.914759772
Cu2ZnGeSe4,1.311950322,1.63,Cu Zn Ge Se,0.31804967799999995
