formula,actual,predicted,elements,residual
Ba2InGdTe5,1.1683262540000001,1.36,Ba In Gd Te,0.19167374599999998
Ba4Si3Se9Cl2,2.48504427,1.76,Ba Si Se Cl,-0.7250442699999999
Ba3Nb2Se9,1.509621532,1.3,Ba Nb Se,-0.2096215319999999
Ba2InTaO6,3.9889340489999996,4.17,Ba In Ta O,0.18106595100000034
BaUSe3,1.152555981,1.0,Ba U Se,-0.1525559809999999
Ba6Ga2SnSe11,2.131179889,1.99,Ba Ga Sn Se,-0.14117988900000022
BaGe2,0.718833785,1.0,Ba Ge,0.28116621500000005
Ba4CuInSe6,1.886799231,2.23,Ba Cu In Se,0.34320076900000007
BaTaO2N,2.46600286,1.78,Ba Ta O N,-0.6860028600000001
Ba5Ga6GeP12,1.834699469,1.39,Ba Ga Ge P,-0.4446994690000001
Ba4Ge3S9Cl2,2.674011611,2.91,Ba Ge S Cl,0.23598838900000008
BaTeMo2O9,2.668477964,3.12,Ba Te Mo O,0.45152203600000007
Ba4Ga2Se8,2.405030603,1.63,Ba Ga Se,-0.7750306030000003
Ba3InS4Cl,3.741372415,3.42,Ba In S Cl,-0.3213724149999999
BaZnOS,2.72021977,3.9,Ba Zn O S,1.17978023
Ba2B6O11,6.2661752,5.17,Ba B O,-1.0961752000000002
BaHgS2,1.965005116,1.93,Ba Hg S,-0.035005116
Ba2SmTaO6,3.457733865,3.02,Ba Sm Ta O,-0.4377338649999998
Ba3Sb2S7,1.7012023630000002,2.4,Ba Sb S,0.6987976369999997
Ba2GaGdTe5,1.0403479070000001,1.12,Ba Ga Gd Te,0.07965209299999998
BaPdSe6,1.194151908,2.15,Ba Pd Se,0.9558480919999999
BaGa2GeSe6,1.900941765,2.515,Ba Ga Ge Se,0.6140582350000001
Ba5Ga2Se8,1.5948974630000001,2.51,Ba Ga Se,0.9151025369999997
Ba2GaSmTe5,1.36864159,1.04,Ba Ga Sm Te,-0.32864158999999993
Ba2InYTe5,1.192490995,1.36,Ba In Y Te,0.1675090050000001
Ba7AgGa5S15,2.232210584,2.6,Ba Ag Ga S,0.3677894159999999
Ba2NdGaS5,2.7241016080000002,2.12,Ba Nd Ga S,-0.6041016080000001
Ba2InSbSe5,1.9623908209999998,1.92,Ba In Sb Se,-0.04239082099999991
BaZnSiSe4,2.255680683,2.71,Ba Zn Si Se,0.45431931699999994
Ba2GaDySe5,2.190233161,2.35,Ba Ga Dy Se,0.159766839
Ba2InSmTe5,1.255470146,1.36,Ba In Sm Te,0.10452985400000014
Ba3B1.5S6Sb0.5,2.927250444,3.01,Ba B S Sb,0.082749556
Ba2Sb7O14H,3.30116533,2.7,Ba Sb O H,-0.6011653299999997
Ba2B4O9H2,6.142266555,5.12,Ba B O H,-1.0222665549999999
Ba2InErTe5,1.30913063,1.35,Ba In Er Te,0.040869370000000016
Ba2InNdTe5,1.2530559620000001,1.37,Ba In Nd Te,0.11694403799999997
BaGa2GeS6,3.714819237,3.245,Ba Ga Ge S,-0.46981923699999983
Ba3Ta2Se9,0.49867598399999996,1.6,Ba Ta Se,1.1013240160000002
Ba3FeS4Br,2.2779521959999998,1.65,Ba Fe S Br,-0.6279521959999999
BaS,3.9069741560000004,3.89,Ba S,-0.016974156000000296
Na2BaSnS4,2.126107663,3.27,Na Ba Sn S,1.143892337
Ba3Tb2P4S16,3.043372774,3.37,Ba Tb P S,0.32662722600000027
Ba2GaBiTe5,0.8504609390000001,1.43,Ba Ga Bi Te,0.5795390609999999
Ba3GeS5,2.023882186,3.0,Ba Ge S,0.9761178140000002
Ba2InErSe5,1.994265819,2.29,Ba In Er Se,0.29573418100000004
Ba2GaErSe5,2.0196836780000003,1.95,Ba Ga Er Se,-0.0696836780000003
BaCuSbSe3,1.579416607,1.6,Ba Cu Sb Se,0.020583393000000116
Rb2BaNb2Se11,1.380399133,1.53,Rb Ba Nb Se,0.14960086699999997
BaGa2SiS6,3.499834402,3.75,Ba Ga Si S,0.25016559800000016
Ba4AgGa5S12,2.114214474,2.52,Ba Ag Ga S,0.40578552599999984
Ba4Ga2S8,3.02164494,2.55,Ba Ga S,-0.47164494
Ba2GaGdSe5,2.0165409469999998,1.87,Ba Ga Gd Se,-0.14654094699999964
Ba3B1.5S6Bi0.5,2.57708275,2.43,Ba B S Bi,-0.14708275000000004
BaRh2Ge4Se6,1.153686212,1.089,Ba Rh Ge Se,-0.06468621200000002
BaSbBS4,3.641766023,2.34,Ba Sb B S,-1.3017660230000003
Ba12In4S19,2.707012965,2.56,Ba In S,-0.14701296500000005
BaLa2In2Se7,1.63968835,1.66,Ba La In Se,0.020311650000000014
Ba2In2Se5,2.293347388,2.12,Ba In Se,-0.17334738799999982
Ba3EuP3O12,4.479470582,4.091,Ba Eu P O,-0.38847058200000006
Ba2GaErTe5,1.1365286959999998,1.15,Ba Ga Er Te,0.013471304000000073
Ba2InSmSe5,2.280648955,2.22,Ba In Sm Se,-0.060648955000000004
Ba4AgInSe6,2.316779028,2.41,Ba Ag In Se,0.09322097200000012
Ba3BSbSe6,2.04448492,1.89,Ba B Sb Se,-0.15448492000000003
BaIr2Ge4S6,0.982244606,1.5390000000000001,Ba Ir Ge S,0.5567553940000002
Ba2InNdSe5,2.1459875680000002,2.2,Ba In Nd Se,0.054012431999999944
BaZn2As2,1.359363455,0.23,Ba Zn As,-1.129363455
BaSe,3.8283482980000003,3.626666667,Ba Se,-0.20168163100000047
Ba2InGdSe5,1.993379875,2.24,Ba In Gd Se,0.2466201250000002
BaClBF4,6.024164195,6.89,Ba Cl B F,0.8658358049999997
Ba3Gd2P4S16,3.2067251089999997,3.41,Ba Gd P S,0.2032748910000004
Ba6Al4B14O33,4.970207519,3.44,Ba Al B O,-1.5302075189999997
BaAuI5O15,2.646692395,2.32,Ba Au I O,-0.32669239500000025
