formula,actual,predicted,elements,residual
Hg2Br2,3.055835943,2.6,Hg Br,-0.45583594299999985
Hg0.8Zn0.2Te,0.311686993,0.075,Hg Zn Te,-0.236686993
Hg0.65Cd0.35Te,0.294540719,0.28,Hg Cd Te,-0.01454071899999998
Ga0.9Sb0.9Hg0.1Te0.1,0.6490590270000001,0.65,Ga Sb Hg Te,0.0009409729999999561
Zn0.99Hg0.01Se,1.9247012909999999,2.6,Zn Hg Se,0.6752987090000002
Tl2Hg3Se4,1.605210293,1.57,Tl Hg Se,-0.035210293000000004
Hg0.796Cd0.204Te,0.263611708,0.0635,Hg Cd Te,-0.200111708
Na2Hg3Si2S8,2.5528875369999997,2.86,Na Hg Si S,0.30711246300000017
Cs2Hg5.75Cd0.25S7,2.009773361,1.66,Cs Hg Cd S,-0.3497733610000002
K2Hg3S2.69Se1.31,2.443681996,2.28,K Hg S Se,-0.16368199600000022
K2Hg3Ge2S8,2.753827644,2.67,K Hg Ge S,-0.08382764399999987
Na2Hg3S2.51Se1.49,2.005342025,2.03,Na Hg S Se,0.024657974999999777
K0.8Hg1.2Sn2S8,2.828100473,2.78,K Hg Sn S,-0.04810047300000031
Hg4P2ZrCl6,2.9920664830000003,3.22,Hg P Zr Cl,0.22793351699999986
Tl2Hg3S4,2.020671625,2.05,Tl Hg S,0.029328374999999962
Hg2I2,2.175762546,2.37,Hg I,0.19423745400000003
Rb2HgP2Se6,2.093617151,2.32,Rb Hg P Se,0.22638284899999972
Hg0.1Zn0.9Te,1.7716687359999999,1.785,Hg Zn Te,0.013331264000000065
BaHgS2,1.965005116,1.93,Ba Hg S,-0.035005116
HgGa2S4,2.88154524,2.815,Hg Ga S,-0.06654523999999995
CsYHgSe3,2.311819034,2.54,Cs Y Hg Se,0.22818096600000004
Li2HgGeS4,2.582638048,2.46,Li Hg Ge S,-0.12263804800000022
HgIn2Te4,0.510019762,1.093333333,Hg In Te,0.5833135709999999
Ga0.99Sb0.99Hg0.01Te0.01,0.877480425,0.72,Ga Sb Hg Te,-0.15748042500000003
Zn0.85Hg0.15Se,1.632380257,1.8,Zn Hg Se,0.16761974300000015
Hg0.7Cd0.3Se,0.909975518,1.1,Hg Cd Se,0.1900244820000001
HgSnO3,3.224441418,1.6,Hg Sn O,-1.624441418
Zn0.4Hg0.6Se,0.871054677,0.46,Zn Hg Se,-0.41105467700000003
TlHg6Se4Br5,2.645166926,2.8,Tl Hg Se Br,0.1548330739999999
K2HgP2Se6,2.332459186,2.25,K Hg P Se,-0.0824591859999999
Hg3PS4,2.442398212,2.03,Hg P S,-0.41239821200000026
Zn0.65Hg0.35Se,1.1645131420000001,1.0,Zn Hg Se,-0.1645131420000001
HgSe,1.3906856109999999,0.241666667,Hg Se,-1.1490189439999998
HgCl2,3.830396944,4.45,Hg Cl,0.6196030560000003
Hg3S2Bi2Cl8,3.140330027,3.26,Hg S Bi Cl,0.11966997299999971
CsHgInS3,2.462354836,2.3,Cs Hg In S,-0.162354836
Hg7.5As4Cl6,2.030672278,1.7269999999999999,Hg As Cl,-0.3036722780000001
Hg0.99Cd0.01Se,1.230089224,1.72,Hg Cd Se,0.4899107759999999
Zn0.75Hg0.25Se,1.354675399,1.4,Zn Hg Se,0.04532460099999991
HgGa2Se4,1.309010785,1.95,Hg Ga Se,0.6409892150000001
HgIn2S4,1.535989754,2.0,Hg In S,0.46401024599999996
Li4HgGe2S7,2.86545751,2.75,Li Hg Ge S,-0.11545751000000015
HgO,2.558673701,2.347,Hg O,-0.21167370100000005
Cs2HgI2Cl2,3.607109992,2.15,Cs Hg I Cl,-1.457109992
CsLaHgSe3,2.188194004,2.485,Cs La Hg Se,0.2968059959999998
Hg0.1Cd0.9Se,0.494791745,0.35,Hg Cd Se,-0.14479174500000003
Zn0.8Hg0.2Se,1.600266369,1.4,Zn Hg Se,-0.20026636900000017
Hg6As4CdBr6,2.094569245,1.915,Hg As Cd Br,-0.17956924500000015
CsCeHgSe3,2.500391992,1.94,Cs Ce Hg Se,-0.560391992
HgIn2Se4,1.255645442,0.6,Hg In Se,-0.6556454420000001
Hg0.63Cd0.37Te,0.23882393,0.35,Hg Cd Te,0.11117606999999999
Hg0.3Cd0.7Se,0.510461034,0.55,Hg Cd Se,0.039538966000000064
Hg0.2Zn0.8Te,1.499712515,1.43,Hg Zn Te,-0.06971251499999997
Hg3ZnS2Cl4,2.628235347,2.65,Hg Zn S Cl,0.021764652999999967
TlHgInS3,1.83093967,1.74,Tl Hg In S,-0.09093967000000003
Hg0.06Zn0.94Te,1.863807115,2.075,Hg Zn Te,0.21119288500000022
Rb2Hg3Sn2S8,2.2698174509999998,2.48,Rb Hg Sn S,0.21018254900000022
Hg4As2HfCl6,2.767964954,2.47,Hg As Hf Cl,-0.2979649539999998
Zn0.9Hg0.1Se,1.88855242,1.75,Zn Hg Se,-0.1385524199999999
Ag2HgI4,2.1212451690000003,2.47,Ag Hg I,0.34875483099999993
K2Hg3Sn2S8,2.456373852,2.45,K Hg Sn S,-0.006373851999999847
Hg3Te2UCl6,2.05502503,2.6,Hg Te U Cl,0.5449749700000002
Cs2Hg4.65Cd1.35S7,1.7477573919999998,1.84,Cs Hg Cd S,0.09224260800000028
Hg0.8Cd0.2Se,1.136759253,1.116666667,Hg Cd Se,-0.020092585999999857
Hg0.08Zn0.92Te,1.834019935,1.9,Hg Zn Te,0.06598006499999998
Hg6.5As4CdCl6,1.919437581,1.955,Hg As Cd Cl,0.03556241900000012
