formula,actual,predicted,elements,residual
CuCd2InTe4,0.910716987,0.85,Cu Cd In Te,-0.060716987000000056
In0.99Al0.01P,1.4550289930000002,1.3,In Al P,-0.15502899300000017
In0.01P0.01Ga0.99As0.99,1.462549554,1.43,In P Ga As,-0.032549554000000036
Pb0.995TeIn0.005,0.42395104,0.43,Pb Te In,0.006048959999999992
InP,1.348654361,1.368835,In P,0.02018063900000011
BaIn2P4O14,4.224868893,3.97,Ba In P O,-0.2548688929999998
In2As2O5Cl2,4.2537246060000005,4.62,In As O Cl,0.36627539399999964
InSb2S4Cl,2.20157787,1.8,In Sb S Cl,-0.4015778699999999
In0.5Ga0.5P,1.895198386,1.9,In Ga P,0.00480161400000001
Cu0.15In1.85Se2.85,1.343334915,1.32,Cu In Se,-0.023334914999999956
Ba2In2S5,2.913778324,2.47,Ba In S,-0.4437783239999997
CsInS2,3.130596684,3.4,Cs In S,0.269403316
InSb0.5As0.5,0.183347542,0.1,In Sb As,-0.083347542
YbIn3S6,1.252859258,1.31,Yb In S,0.05714074200000008
Tl2PrInSe4,1.539987856,0.93,Tl Pr In Se,-0.6099878559999999
CuIn3S5,1.401998004,1.2,Cu In S,-0.201998004
Cu0.5In1.5Se2.5,1.177026625,1.24,Cu In Se,0.06297337499999989
Li2In2GeSe6,2.131911052,2.3,Li In Ge Se,0.16808894799999985
CuInGeSe4,1.084518714,1.3,Cu In Ge Se,0.21548128599999994
CuCdInSe3,1.3008885540000001,1.66,Cu Cd In Se,0.3591114459999998
In0.2As0.2Ga0.8P0.8,2.126278173,2.15,In As Ga P,0.023721826999999696
Ba2InYSe5,1.982815416,2.31,Ba In Y Se,0.32718458400000006
Hg6P6In2Cl9,3.026297516,3.13,Hg P In Cl,0.10370248399999982
La4InSbSe9,1.215555007,1.76,La In Sb Se,0.5444449929999999
CsInTe2,1.376221741,2.16,Cs In Te,0.7837782590000002
NaIn3S5,2.5752309230000003,2.18,Na In S,-0.3952309230000002
In2S3,1.9637844359999999,2.0,In S,0.036215564000000144
In2P3B1O12,3.409486303,5.39,In P B O,1.9805136969999997
AgInSe2,1.332675271,1.1828571429999999,Ag In Se,-0.14981812800000016
TlInGeS4,2.704638731,2.3,Tl In Ge S,-0.40463873100000036
In2GeTe3,0.396434874,0.69,In Ge Te,0.29356512599999995
InAs,0.25181195,0.396785714,In As,0.144973764
Cd3In2S2Te4,1.240376952,1.23,Cd In S Te,-0.010376952000000106
Pb0.99TeIn0.01,0.40619562600000003,0.53,Pb Te In,0.123804374
Ga0.28In0.72As,0.513672021,0.55,Ga In As,0.036327979000000066
Nd4InSbSe9,1.675702306,1.57,Nd In Sb Se,-0.10570230599999997
KInSe2,2.6551234630000002,2.68,K In Se,0.02487653699999992
NaInSnS4,1.958760219,2.4,Na In Sn S,0.44123978099999994
NaInS2,3.0891518469999997,1.9,Na In S,-1.1891518469999998
Bi14.7In11.3S38,1.783937941,1.45,Bi In S,-0.33393794100000007
InP2S4,2.988039705,2.585,In P S,-0.40303970499999986
Tl2InGaTe4,1.190004687,0.88,Tl In Ga Te,-0.31000468700000006
Cu0.2In1.8Se2.8,1.329206336,1.26,Cu In Se,-0.06920633599999992
CdIn,0.71733187,0.6,Cd In,-0.11733187
GdIn3S6,1.491881437,1.13,Gd In S,-0.3618814370000001
InS,1.8153262940000001,2.0125,In S,0.19717370600000006
Hg4As2.5InBr3.5,1.9070227709999998,1.71,Hg As In Br,-0.19702277099999987
Ba2BiInS5,1.9927001430000002,1.55,Ba Bi In S,-0.44270014300000016
NaInTe2,1.7408303980000002,1.6,Na In Te,-0.14083039800000008
In2Se3,1.291585593,1.2,In Se,-0.09158559300000002
In2Te,0.693132525,0.46,In Te,-0.23313252499999998
Cu2In4Te7,1.223821385,1.1,Cu In Te,-0.12382138499999984
In0.97As0.97Cd0.03Te0.03,0.6546685720000001,0.71,In As Cd Te,0.055331427999999905
Cu0.95In1.05Se2.05,1.160149755,1.07,Cu In Se,-0.09014975499999989
Ag0.25Cd0.5In2.25Te4,0.43115988299999997,0.39,Ag Cd In Te,-0.04115988299999995
CsInTe3O8,3.916436985,3.9,Cs In Te O,-0.016436984999999904
In0.8As0.8Ga0.2P0.2,0.816592021,0.85,In As Ga P,0.03340797900000003
Ba2InDyTe5,1.3428179869999999,1.35,Ba In Dy Te,0.007182013000000209
Ag1.75InSb5.75Se11,1.310107033,0.94,Ag In Sb Se,-0.37010703300000003
RbIn5S6,2.650929391,2.5,Rb In S,-0.15092939100000002
Cu0.1In1.9Se2.9,1.392508551,1.45,Cu In Se,0.05749144900000003
Hg7InS6Cl5,2.798932878,2.54,Hg In S Cl,-0.258932878
In0.94As0.94Cd0.06Te0.06,0.650468752,0.68,In As Cd Te,0.029531248000000065
Ba2InGdTe5,1.1683262540000001,1.36,Ba In Gd Te,0.19167374599999998
In0.8Al0.2P,1.7239210219999999,1.7,In Al P,-0.023921021999999903
K2CuIn3Se6,1.332422817,1.68,K Cu In Se,0.34757718299999985
AgIn3Te5,0.502132186,0.68,Ag In Te,0.17786781400000007
Ba2InTaO6,3.9889340489999996,4.17,Ba In Ta O,0.18106595100000034
RbInS2,3.2197791560000004,3.3,Rb In S,0.0802208439999994
InBi2S4Cl,1.69216065,1.5,In Bi S Cl,-0.19216064999999993
CsMn4In5Se12,1.531958115,1.79,Cs Mn In Se,0.25804188500000014
Ba4CuInSe6,1.886799231,2.23,Ba Cu In Se,0.34320076900000007
Cu0.4In1.6Se2.6,1.2479931659999999,1.32,Cu In Se,0.07200683400000019
In2Se2O7,3.95962232,2.97,In Se O,-0.9896223199999996
Cu0.7In1.3Se2.3,1.177666785,1.1,Cu In Se,-0.0776667849999999
K4In4P6Se20,2.042853488,2.2,K In P Se,0.15714651200000018
CsZn4In5Te12,1.537553647,1.61,Cs Zn In Te,0.07244635300000013
Na2In2SiS6,3.431422441,3.27,Na In Si S,-0.16142244100000003
In0.4As0.4Ga0.6P0.6,1.75058213,1.85,In As Ga P,0.09941787000000013
RbZn4In5Se12,1.790895331,1.76,Rb Zn In Se,-0.03089533099999997
Pr4InSbSe9,1.631613206,1.89,Pr In Sb Se,0.258386794
PbMnIn2S5,1.4156920640000001,1.45,Pb Mn In S,0.03430793599999982
Pb0.96TeIn0.04,0.423648158,0.37,Pb Te In,-0.053648158
In0.99P0.99Ga0.01As0.01,1.383877821,1.3,In P Ga As,-0.08387782099999996
CuIn3Te5,0.9179325140000001,1.1065,Cu In Te,0.18856748599999995
Bi3In4S10,1.5851697009999999,1.42,Bi In S,-0.16516970099999995
InSe,1.115645994,1.254725,In Se,0.139079006
InBi2S4Br,1.489665291,1.5,In Bi S Br,0.010334709000000109
In6S7,0.608192649,0.845,In S,0.23680735099999994
In0.4Ga0.6P,2.0188684759999997,2.05,In Ga P,0.031131524000000077
Ba3InS4Cl,3.741372415,3.42,Ba In S Cl,-0.3213724149999999
Cu0.3In1.7Se2.7,1.274481578,1.21,Cu In Se,-0.0644815780000001
In0.9P0.9Ga0.1As0.1,1.433515534,1.32,In P Ga As,-0.11351553400000003
InSb0.9As0.1,0.196971001,0.27,In Sb As,0.07302899900000001
Li2In2SiSe6,2.251516802,2.54,Li In Si Se,0.2884831980000002
Na2GeIn2Se6,2.418752874,2.47,Na Ge In Se,0.051247126000000254
Cu0.01In1.99Se2.99,1.4184163580000002,1.45,Cu In Se,0.031583641999999745
In6Se7,0.8038036359999999,0.63875,In Se,-0.1650536359999999
RbInGeS4,2.8199253960000004,3.1,Rb In Ge S,0.2800746039999997
LiInSe2,2.847566141,2.83,Li In Se,-0.01756614100000009
In0.3As0.3Ga0.7P0.7,1.899365112,2.05,In As Ga P,0.1506348879999999
ZnIn2S4,2.5888808130000003,2.753,Zn In S,0.16411918699999983
In4Te3,0.593883481,0.51,In Te,-0.08388348099999998
TlInTe2,0.439893455,0.666666667,Tl In Te,0.226773212
In0.4Al0.6P,2.2285513999999997,2.3,In Al P,0.07144860000000008
Ag0.2Cd0.75In2.1Te4,0.301479106,0.54,Ag Cd In Te,0.23852089400000004
CuInSe2,1.1621725379999999,0.951714286,Cu In Se,-0.2104582519999999
HgIn2Te4,0.510019762,1.093333333,Hg In Te,0.5833135709999999
CuInCd2Te3,0.9152818009999999,0.7,Cu In Cd Te,-0.21528180099999994
LaInS2O,3.681128225,2.73,La In S O,-0.9511282250000002
Na2In2GeS6,2.9044095580000002,3.17,Na In Ge S,0.2655904419999997
InPS4,2.754156074,3.12,In P S,0.36584392600000015
Ba2InYTe5,1.192490995,1.36,Ba In Y Te,0.1675090050000001
In0.5As0.5Ga0.5P0.5,1.528987881,1.55,In As Ga P,0.021012119000000107
CuGa1.6In0.4S3.5,2.186804906,2.15,Cu Ga In S,-0.03680490599999997
Ba2InSbSe5,1.9623908209999998,1.92,Ba In Sb Se,-0.04239082099999991
In0.99As0.99Cd0.01Te0.01,0.646575284,0.76,In As Cd Te,0.11342471600000004
CsInSnS4,2.427804642,2.9,Cs In Sn S,0.472195358
NaIn3Se5,1.838285961,2.17,Na In Se,0.33171403899999996
Ba2InSmTe5,1.255470146,1.36,Ba In Sm Te,0.10452985400000014
SmIn3S6,1.218565073,1.18,Sm In S,-0.038565073000000005
Ba2InErTe5,1.30913063,1.35,Ba In Er Te,0.040869370000000016
Tl4GaIn3S8,1.66258264,2.63,Tl Ga In S,0.96741736
In2Bi3Se7I,1.023555446,1.38,In Bi Se I,0.35644455399999986
Na2In4SSe6,2.027988539,1.92,Na In S Se,-0.10798853899999994
Ba2InNdTe5,1.2530559620000001,1.37,Ba In Nd Te,0.11694403799999997
InSb0.1As0.9,0.244699307,0.14,In Sb As,-0.10469930699999999
CsInSn2Se6,1.577271572,1.78,Cs In Sn Se,0.20272842800000013
EuIn2Te4,0.810127807,1.22,Eu In Te,0.409872193
InAsI,2.138954815,0.41,In As I,-1.728954815
AgIn5Te8,1.206042483,0.47,Ag In Te,-0.7360424830000001
Tl2InGaSe4,1.69125697,2.05,Tl In Ga Se,0.35874302999999985
In4Se3,0.416148012,0.645,In Se,0.228851988
InSnAsSe,0.121976065,0.26,In Sn As Se,0.13802393500000001
CsZn4In5Se12,1.777536095,1.61,Cs Zn In Se,-0.167536095
Ga0.8In0.2As,0.957376259,1.07,Ga In As,0.11262374100000005
CsHgInS3,2.462354836,2.3,Cs Hg In S,-0.162354836
Ba2InErSe5,1.994265819,2.29,Ba In Er Se,0.29573418100000004
In0.01Al0.99P,2.8485973239999995,2.4,In Al P,-0.44859732399999963
In2Se,0.728274733,0.722666667,In Se,-0.005608065999999967
LaIn3S6,1.175408583,1.03,La In S,-0.14540858300000004
Mn2.04Gd1.47In0.49S5,1.598883421,1.75,Mn Gd In S,0.15111657899999997
InSb0.4As0.6,0.19953779300000002,0.1,In Sb As,-0.09953779300000001
Sm4InSbS9,1.981472687,2.13,Sm In Sb S,0.148527313
CuGaInS3.5,1.950195916,1.84,Cu Ga In S,-0.1101959159999999
Cu0.9In1.1Se2.1,1.074165684,1.06,Cu In Se,-0.014165683999999956
CsCdInSe3,2.565605377,2.4,Cs Cd In Se,-0.1656053769999999
In0.9As0.9Cd0.1Te0.1,0.657964067,0.69,In As Cd Te,0.03203593299999996
InSb0.01As0.99,0.271347137,0.17,In Sb As,-0.101347137
HgIn2S4,1.535989754,2.0,Hg In S,0.46401024599999996
FeIn2Se4,0.398333052,1.15,Fe In Se,0.7516669479999999
Ga0.99In0.01As,1.1705566170000001,1.4,Ga In As,0.22944338299999978
Cu0.99In1.01Se2.01,1.078693589,1.08,Cu In Se,0.0013064110000000628
In0.99As0.99Ga0.01P0.01,0.517883372,0.3,In As Ga P,-0.21788337200000002
In0.98As0.98Cd0.02Te0.02,0.659815885,0.73,In As Cd Te,0.07018411499999999
LuIn3S6,1.495444258,1.27,Lu In S,-0.225444258
CsInSe2,2.8145718939999997,2.81,Cs In Se,-0.004571893999999688
HgIn2Se4,1.255645442,0.6,Hg In Se,-0.6556454420000001
Ba12In4S19,2.707012965,2.56,Ba In S,-0.14701296500000005
La5In3S9O3,2.000195025,2.6,La In S O,0.5998049750000001
In0.7P0.7Ga0.3As0.3,1.449673473,1.58,In P Ga As,0.13032652700000003
In0.3Ga0.7P,2.0985407659999997,2.2,In Ga P,0.10145923400000045
BaLa2In2Se7,1.63968835,1.66,Ba La In Se,0.020311650000000014
Ga0.7In0.3As,0.882281168,1.0,Ga In As,0.117718832
CsInGeS4,3.086337566,2.25,Cs In Ge S,-0.8363375660000001
In0.5P0.5Ga0.5As0.5,1.51427898,1.75,In P Ga As,0.23572101999999995
Ba2In2Se5,2.293347388,2.12,Ba In Se,-0.17334738799999982
TlHgInS3,1.83093967,1.74,Tl Hg In S,-0.09093967000000003
RbCd4In5Se12,1.7961216759999998,1.57,Rb Cd In Se,-0.22612167599999977
NaInSe2,2.638624042,2.8,Na In Se,0.16137595799999982
ErIn3S6,1.2234276240000002,1.28,Er In S,0.05657237599999987
In0.96As0.96Cd0.04Te0.04,0.6575482810000001,0.69,In As Cd Te,0.03245171899999988
In0.9As0.9Ga0.1P0.1,0.617955114,0.45,In As Ga P,-0.16795511400000002
Ba2InSmSe5,2.280648955,2.22,Ba In Sm Se,-0.060648955000000004
Ba4AgInSe6,2.316779028,2.41,Ba Ag In Se,0.09322097200000012
LiInSnS4,2.5018160640000002,2.3,Li In Sn S,-0.2018160640000004
ZnIn2Te4,1.3956477090000001,1.8733333330000002,Zn In Te,0.47768562400000003
Ba2InNdSe5,2.1459875680000002,2.2,Ba In Nd Se,0.054012431999999944
KInSnS4,2.651231625,2.3,K In Sn S,-0.35123162500000005
KInS2,3.1503948189999997,3.0,K In S,-0.15039481899999974
TlInSe2,1.057253958,1.2063636359999999,Tl In Se,0.14910967799999986
InSb0.6As0.4,0.20589106699999998,0.13,In Sb As,-0.07589106699999998
Mn1.95GdIn1.05S5,1.537900728,1.66,Mn Gd In S,0.12209927199999981
Pb0.999TeIn0.001,0.43209184799999995,0.3,Pb Te In,-0.13209184799999996
In0.2P0.2Ga0.8As0.8,1.5462632180000002,1.58,In P Ga As,0.033736781999999854
Ga0.5In0.5As,0.713511027,0.75,Ga In As,0.03648897299999998
CuGa0.4In1.6S3.5,1.675627989,1.55,Cu Ga In S,-0.12562798900000005
Ba2InGdSe5,1.993379875,2.24,Ba In Gd Se,0.2466201250000002
In0.4P0.4Ga0.6As0.6,1.4842199319999998,1.74,In P Ga As,0.2557800680000002
InSb,0.163434128,0.220631579,In Sb,0.05719745099999998
In0.9Al0.1P,1.549362179,1.5,In Al P,-0.04936217900000006
InN,2.360710714,2.13,In N,-0.2307107140000002
CuZn2InTe4,1.216938041,1.05,Cu Zn In Te,-0.16693804099999987
Ag0.4Cd0.2In2.4Te4,0.43310163799999996,0.42,Ag Cd In Te,-0.013101637999999971
RbMn4In5Se12,1.6901124790000002,1.76,Rb Mn In Se,0.06988752099999984
La4InSbS9,2.128254794,2.07,La In Sb S,-0.05825479400000022
