formula,actual,predicted,elements,residual
Pb0.92Sn0.08Te,0.155306028,0.145,Pb Sn Te,-0.010306028000000023
KPbB5O9,5.091922727,3.1,K Pb B O,-1.991922727
Pb0.85Se0.85Ge0.15S0.15,0.481011794,0.34,Pb Se Ge S,-0.14101179399999997
Pb0.97Sn0.03Te,0.18942067399999998,0.255,Pb Sn Te,0.06557932600000002
PbSnS3,1.35623624,0.975,Pb Sn S,-0.3812362400000001
PbGeS3,2.031799806,2.4,Pb Ge S,0.3682001939999999
Pb0.99Ge0.01Se,0.296843032,0.27,Pb Ge Se,-0.02684303199999999
Pb0.99Sn0.01Te,0.16990392399999998,0.23,Pb Sn Te,0.060096076000000026
LiPbSb3S6,1.036686866,1.6,Li Pb Sb S,0.5633131340000002
Pb0.9Ge0.1Te,0.264918417,0.35,Pb Ge Te,0.08508158299999996
PbSe0.9S0.1,0.289589586,0.272,Pb Se S,-0.01758958599999999
Pb0.96TeTl0.04,0.43983919299999996,0.57,Pb Te Tl,0.130160807
Pb0.95Ge0.05Se,0.304484805,0.28,Pb Ge Se,-0.024484805
PbCrO4,1.4956654319999998,2.25,Pb Cr O,0.7543345680000002
Pb0.8Ge0.2Te,0.306793363,0.4,Pb Ge Te,0.09320663700000004
Pb0.999Se0.999Bi0.002Te0.003,0.30770870100000003,0.79,Pb Se Bi Te,0.482291299
Pb0.85Se0.85Sn0.15Se0.15,0.140099999,0.22,Pb Se Sn Se,0.079900001
K1.25Pb3.5Bi7.25Se15,0.546310485,0.53,K Pb Bi Se,-0.016310484999999986
Pb0.95Ge0.05Te,0.250591713,0.34,Pb Ge Te,0.08940828700000003
PbGa2S4,2.761182334,2.38,Pb Ga S,-0.381182334
Pb0.92Sn0.08Se,0.19916550600000002,0.059000000000000004,Pb Sn Se,-0.14016550600000002
PbBiO2Br,2.5079479,2.385,Pb Bi O Br,-0.12294790000000022
Pb3Cl4TeO3,3.296325585,3.79,Pb Cl Te O,0.4936744150000001
Pb6B2MoO12,2.286431163,2.9,Pb B Mo O,0.6135688369999999
PbSbO2I,2.262116051,2.48,Pb Sb O I,0.21788394899999997
Pb0.9Se0.9Bi0.2Te0.3,0.29716562,0.25,Pb Se Bi Te,-0.04716562000000002
Na0.5Pb1.75GeS4,2.178999338,2.08,Na Pb Ge S,-0.09899933800000005
PbN6,3.988174455,3.0,Pb N,-0.9881744549999998
Pb0.93TeGa0.07,0.47478087,0.34,Pb Te Ga,-0.13478087
PbSe0.99S0.01,0.279507372,0.255,Pb Se S,-0.02450737199999997
Pb0.999TeIn0.001,0.43209184799999995,0.3,Pb Te In,-0.13209184799999996
Pb0.99TeTl0.01,0.439643471,0.59,Pb Te Tl,0.15035652899999996
KPbPO4,4.184023726,4.44,K Pb P O,0.255976274
Pb0.95Se0.95Sn0.05Se0.05,0.18750892100000002,0.205,Pb Se Sn Se,0.017491078999999965
Pb2MnO4,1.463954815,1.5,Pb Mn O,0.03604518500000009
